video,vidFrame,totalFramesOnDetection,class,score,ymin,xmin,ymax,xmax
AI1 Potholes 019.MP4,265.0,32528.0,pothole,0.5792445,0.6078967,0.535451,0.67924166,0.6280089
AI1 Potholes 019.MP4,277.0,32540.0,pothole,0.593183,0.6031183,0.5347792,0.6752566,0.6381782
AI1 Potholes 019.MP4,289.0,32552.0,pothole,0.8598588,0.09562421,0.39174137,0.33906028,0.6971086
AI1 Potholes 019.MP4,289.0,32552.0,pothole,0.64239454,0.60247844,0.53445107,0.6736508,0.64567035
AI1 Potholes 019.MP4,301.0,32564.0,pothole,0.5997945,0.5041946,0.044356182,0.9334717,0.45798248
AI1 Potholes 019.MP4,301.0,32564.0,pothole,0.5509188,0.60567087,0.5398156,0.67365354,0.6472903
AI1 Potholes 019.MP4,313.0,32576.0,pothole,0.5477696,0.59497076,0.556441,0.66489345,0.6524331
AI1 Potholes 019.MP4,325.0,32588.0,pothole,0.57215744,0.609537,0.5656791,0.6761581,0.66476345
AI1 Potholes 019.MP4,337.0,32600.0,pothole,0.60944307,0.60067457,0.58151054,0.67013496,0.67937005
AI1 Potholes 019.MP4,349.0,32612.0,pothole,0.56630534,0.60432595,0.58430314,0.6695635,0.68252087
AI1 Potholes 019.MP4,361.0,32624.0,pothole,0.60238475,0.6040862,0.5873999,0.6726052,0.6864336
AI1 Potholes 019.MP4,373.0,32636.0,pothole,0.6279415,0.6028037,0.5880636,0.67156315,0.6974826
AI1 Potholes 019.MP4,385.0,32648.0,pothole,0.63588935,0.60560966,0.59018695,0.6747004,0.696707
AI1 Potholes 019.MP4,397.0,32660.0,pothole,0.60004455,0.6053691,0.6026636,0.6723685,0.7010887
AI1 Potholes 019.MP4,409.0,32672.0,pothole,0.58697265,0.6059566,0.6065965,0.67989546,0.7113585
AI1 Potholes 019.MP4,421.0,32684.0,pothole,0.6320798,0.6080109,0.61036706,0.6900698,0.7159374
AI1 Potholes 019.MP4,421.0,32684.0,pothole,0.52085274,0.34114063,0.006387204,0.5036753,0.41524708
AI1 Potholes 019.MP4,433.0,32696.0,pothole,0.5215179,0.60600615,0.6204962,0.7043326,0.71822065
AI1 Potholes 019.MP4,457.0,32720.0,pothole,0.7634457,0.4948709,0.29416156,0.86852825,0.5778218
AI1 Potholes 019.MP4,457.0,32720.0,pothole,0.54898006,0.6085666,0.6292222,0.70238084,0.7310532
AI1 Potholes 019.MP4,469.0,32732.0,pothole,0.5445498,0.6107659,0.6340798,0.71375364,0.7340903
AI1 Potholes 019.MP4,481.0,32744.0,pothole,0.5894399,0.61308944,0.6370868,0.7181227,0.7361581
AI1 Potholes 019.MP4,649.0,32912.0,pothole,0.807058,0.5175546,0.35230687,0.76618737,0.6172985
AI1 Potholes 019.MP4,673.0,32936.0,pothole,0.5181443,0.007955253,0.0,0.25292766,0.5735476
AI1 Potholes 019.MP4,1273.0,33536.0,pothole,0.5636294,0.6390315,0.6251419,0.72753525,0.72600657
AI1 Potholes 019.MP4,1297.0,33560.0,pothole,0.57074624,0.232618,0.47590816,0.39908215,0.67582786
AI1 Potholes 019.MP4,1921.0,34184.0,pothole,0.7087713,0.3798455,0.30582133,0.596223,0.55705
AI1 Potholes 019.MP4,2161.0,34424.0,pothole,0.5808771,0.44063565,0.6615573,0.51578164,0.7507931
AI1 Potholes 019.MP4,2173.0,34436.0,pothole,0.69836193,0.42852384,0.6412519,0.48717576,0.7218387
AI1 Potholes 019.MP4,2185.0,34448.0,pothole,0.58162093,0.40850368,0.6279787,0.47071782,0.7097858
AI1 Potholes 019.MP4,3157.0,35420.0,pothole,0.69835144,0.10185687,0.41089392,0.22222473,0.7124288
AI1 Potholes 019.MP4,3457.0,35720.0,pothole,0.56424534,0.1898594,0.11032502,0.43734992,0.41848975
AI1 Potholes 019.MP4,4417.0,36680.0,pothole,0.585936,0.0033115,0.60480165,0.13639125,0.939721
AI1 Potholes 019.MP4,4489.0,36752.0,pothole,0.54182076,0.22162029,0.7653272,0.33489612,0.9078629
AI1 Potholes 019.MP4,4489.0,36752.0,pothole,0.53281724,0.10671028,0.5250809,0.22464982,0.6734637
AI1 Potholes 019.MP4,4657.0,36920.0,pothole,0.7611342,0.09903321,0.55626345,0.349162,0.87306774
AI1 Potholes 019.MP4,4885.0,37148.0,pothole,0.62414163,0.44085607,0.0,0.9660008,1.0
AI1 Potholes 019.MP4,4897.0,37160.0,pothole,0.52063155,0.45777908,0.0,0.957849,1.0
AI1 Potholes 019.MP4,4909.0,37172.0,pothole,0.59850603,0.4401617,0.0,0.92789173,1.0
AI1 Potholes 019.MP4,4945.0,37208.0,pothole,0.54396594,0.4307782,0.0,0.96670526,0.9803053
AI1 Potholes 019.MP4,4957.0,37220.0,pothole,0.5008727,0.4318382,0.0,0.9808833,1.0
AI1 Potholes 019.MP4,4969.0,37232.0,pothole,0.56170833,0.46025097,0.0,0.9870486,1.0
AI1 Potholes 019.MP4,4981.0,37244.0,pothole,0.6621105,0.42188132,0.0,0.9739504,1.0
AI1 Potholes 019.MP4,5005.0,37268.0,pothole,0.5572078,0.43374094,0.0,0.97480893,1.0
AI1 Potholes 019.MP4,5017.0,37280.0,pothole,0.5468634,0.4603824,0.0,0.9831155,1.0
AI1 Potholes 019.MP4,5401.0,37664.0,pothole,0.51305777,0.44941413,0.66232634,0.528104,0.76512504
AI1 Potholes 019.MP4,5929.0,38192.0,pothole,0.64165694,0.12173219,0.5615372,0.38425845,0.90225
AI1 Potholes 019.MP4,6085.0,38348.0,pothole,0.51909137,0.22735357,0.0,0.48298657,0.26190412
AI1 Potholes 019.MP4,6217.0,38480.0,pothole,0.54524577,0.20710501,0.55043566,1.0,1.0
AI1 Potholes 019.MP4,6469.0,38732.0,pothole,0.7257911,0.012304649,0.65661293,0.13524958,0.8277779
AI1 Potholes 019.MP4,6481.0,38744.0,pothole,0.57572675,0.38199738,0.20847225,0.7245383,0.4845838
AI1 Potholes 019.MP4,7189.0,39452.0,pothole,0.6012097,0.42246804,0.0,0.96690464,1.0
AI1 Potholes 019.MP4,7213.0,39476.0,pothole,0.5084044,0.4436252,0.0,0.96930957,1.0
AI1 Potholes 019.MP4,7309.0,39572.0,pothole,0.5743173,0.030428678,0.71320415,0.17037928,0.99781084
AI1 Potholes 019.MP4,7429.0,39692.0,pothole,0.7333505,0.1801905,0.7396986,0.33306462,0.98745567
AI1 Potholes 019.MP4,7441.0,39704.0,pothole,0.67600644,0.44740695,0.32572934,0.73920506,0.6057923
AI1 Potholes 019.MP4,7525.0,39788.0,pothole,0.5719535,0.22321811,0.0,1.0,1.0
AI1 Potholes 019.MP4,7765.0,40028.0,pothole,0.56760615,0.0,0.4155813,0.26216134,0.8340886
AI1 Potholes 019.MP4,7777.0,40040.0,pothole,0.5475541,0.097442895,0.0,0.85786235,1.0
AI1 Potholes 019.MP4,7801.0,40064.0,pothole,0.7411542,0.0,0.28276998,0.4830268,0.7217378
AI1 Potholes 019.MP4,7801.0,40064.0,pothole,0.54259604,0.008488901,0.73763573,0.14438593,1.0
AI1 Potholes 019.MP4,7813.0,40076.0,pothole,0.58140963,0.036066525,0.39556795,0.1844314,0.61731523
AI1 Potholes 019.MP4,7861.0,40124.0,pothole,0.5745414,0.17492029,0.49098712,0.36200342,0.83563787
AI1 Potholes 019.MP4,7873.0,40136.0,pothole,0.6584152,0.037953652,0.43571344,0.27449533,0.759115
AI1 Potholes 019.MP4,7873.0,40136.0,pothole,0.64207816,0.3869485,0.6276451,0.46660218,0.74272114
AI1 Potholes 019.MP4,7897.0,40160.0,pothole,0.5245272,0.012961175,0.4780211,0.121093035,0.5906194
AI1 Potholes 019.MP4,7909.0,40172.0,pothole,0.53214025,0.37744206,0.62891525,0.45640433,0.7301424
AI1 Potholes 019.MP4,7993.0,40256.0,pothole,0.52810866,0.38214263,0.6654276,0.46735117,0.75960785
AI1 Potholes 019.MP4,8245.0,40508.0,pothole,0.52578074,0.3472462,0.4378883,0.5163381,0.58773404
AI1 Potholes 019.MP4,8281.0,40544.0,pothole,0.56461287,0.41843736,0.72167224,0.5071236,0.81807286
AI1 Potholes 019.MP4,8329.0,40592.0,pothole,0.570229,0.42404702,0.7132311,0.5033773,0.81202793
AI1 Potholes 019.MP4,8413.0,40676.0,pothole,0.5116048,0.11267331,0.0,1.0,1.0
AI1 Potholes 019.MP4,8425.0,40688.0,pothole,0.58379805,0.29564902,0.0007082224,0.9795941,1.0
AI1 Potholes 019.MP4,8461.0,40724.0,pothole,0.574979,0.12771167,0.0,0.34346366,0.8025747
AI1 Potholes 019.MP4,8689.0,40952.0,pothole,0.5825818,0.41557854,0.0,0.9545451,0.9824217
AI1 Potholes 019.MP4,8713.0,40976.0,pothole,0.5984442,0.49429488,0.0,0.9721844,1.0
AI1 Potholes 019.MP4,9265.0,41528.0,pothole,0.5539831,0.7103084,0.57180923,0.81999236,0.66376704
AI1 Potholes 019.MP4,9361.0,41624.0,pothole,0.7920394,0.019704305,0.19043899,0.23912889,0.55280674
AI1 Potholes 019.MP4,9373.0,41636.0,pothole,0.77410775,0.11193524,0.14276078,0.23149936,0.30229792
AI1 Potholes 019.MP4,9373.0,41636.0,pothole,0.5559042,0.7695851,0.6809995,0.90752906,0.796983
AI1 Potholes 019.MP4,9445.0,41708.0,pothole,0.60995775,0.69430584,0.635081,0.7884005,0.72910255
AI1 Potholes 019.MP4,9481.0,41744.0,pothole,0.60015535,0.6944993,0.6421486,0.81103736,0.7468096
AI1 Potholes 019.MP4,9505.0,41768.0,pothole,0.5216789,0.54808563,0.5662708,0.63212985,0.6621102
AI1 Potholes 019.MP4,9517.0,41780.0,pothole,0.54933614,0.46448955,0.5299004,0.53235364,0.6297335
AI1 Potholes 019.MP4,9529.0,41792.0,pothole,0.60235757,0.39732888,0.5163153,0.46085396,0.61615723
AI1 Potholes 019.MP4,9649.0,41912.0,pothole,0.595499,0.30033916,0.6631033,0.38959622,0.75976044
AI1 Potholes 019.MP4,9829.0,42092.0,pothole,0.69463366,0.22512716,0.36985922,0.43934697,0.61644965
AI1 Potholes 019.MP4,10045.0,42308.0,pothole,0.5758029,0.42184946,0.0,0.9275181,0.98478496
AI1 Potholes 019.MP4,10105.0,42368.0,pothole,0.50112265,0.9015223,0.6652934,0.9977447,0.9066941
AI1 Potholes 019.MP4,10177.0,42440.0,pothole,0.5289192,0.91069424,0.67796147,0.9929805,0.9211116
AI1 Potholes 019.MP4,10225.0,42488.0,pothole,0.513745,0.37233526,0.0,0.9332916,1.0
AI1 Potholes 019.MP4,10273.0,42536.0,pothole,0.51075965,0.9288696,0.7172146,0.9976342,0.8613142
AI1 Potholes 019.MP4,10285.0,42548.0,pothole,0.5426458,0.4084288,0.0,0.95336425,1.0
AI1 Potholes 019.MP4,10309.0,42572.0,pothole,0.5311051,0.9287914,0.7218872,0.99734974,0.86561877
AI1 Potholes 019.MP4,10357.0,42620.0,pothole,0.5055187,0.9283316,0.70983607,0.9975264,0.8813068
AI1 Potholes 019.MP4,10405.0,42668.0,pothole,0.5043544,0.920079,0.70757806,0.9966428,0.87356806
AI1 Potholes 019.MP4,10417.0,42680.0,pothole,0.56899333,0.026803315,0.11715025,0.14324851,0.40458703
AI1 Potholes 019.MP4,10417.0,42680.0,pothole,0.54600275,0.9206445,0.71686363,0.9968302,0.8726332
AI1 Potholes 019.MP4,10429.0,42692.0,pothole,0.5372194,0.9221286,0.71309775,0.9963668,0.8713364
AI1 Potholes 019.MP4,10453.0,42716.0,pothole,0.5710489,0.917995,0.7147089,0.99759984,0.8863791
AI1 Potholes 019.MP4,10465.0,42728.0,pothole,0.63392925,0.9177963,0.72544944,0.99608463,0.8670504
AI1 Potholes 019.MP4,10477.0,42740.0,pothole,0.5634916,0.91897696,0.72160244,0.9964655,0.867892
AI1 Potholes 019.MP4,10489.0,42752.0,pothole,0.59227943,0.91901296,0.72506845,0.99615914,0.86532927
AI1 Potholes 019.MP4,10549.0,42812.0,pothole,0.6641635,0.41244543,0.0,0.968194,1.0
AI1 Potholes 019.MP4,10705.0,42968.0,pothole,0.52269447,0.0,0.0,0.3054716,0.40244704
AI1 Potholes 019.MP4,10789.0,43052.0,pothole,0.61979824,0.06583597,0.636898,0.20066087,0.79653233
AI1 Potholes 019.MP4,10801.0,43064.0,pothole,0.5913575,0.21817648,0.35636768,0.4749239,0.5948663
AI1 Potholes 019.MP4,10813.0,43076.0,pothole,0.5096302,0.9121719,0.6922345,0.9969047,0.8946985
AI1 Potholes 019.MP4,10825.0,43088.0,pothole,0.6474683,0.91465056,0.70621085,0.99765587,0.85515416
AI1 Potholes 019.MP4,10933.0,43196.0,pothole,0.5027117,0.38140067,0.0,0.93700135,1.0
AI1 Potholes 019.MP4,10945.0,43208.0,pothole,0.5102733,0.918987,0.69932795,0.9965237,0.83116746
AI1 Potholes 019.MP4,10957.0,43220.0,pothole,0.51268494,0.9197847,0.69780993,0.996483,0.8291285
AI1 Potholes 019.MP4,10993.0,43256.0,pothole,0.7162709,0.3967132,0.0,0.9704426,0.9976226
AI1 Potholes 019.MP4,11005.0,43268.0,pothole,0.522527,0.9202405,0.696845,0.99716115,0.8244068
AI1 Potholes 019.MP4,11029.0,43292.0,pothole,0.53399235,0.9198749,0.68478,0.99668765,0.8462477
AI1 Potholes 019.MP4,11041.0,43304.0,pothole,0.5327856,0.9218555,0.68890375,0.9971275,0.8373377
AI1 Potholes 019.MP4,11089.0,43352.0,pothole,0.52201116,0.9295261,0.6924005,0.99828136,0.85228556
AI1 Potholes 019.MP4,11101.0,43364.0,pothole,0.56823784,0.4278173,0.0,0.9314306,0.99214876
AI1 Potholes 019.MP4,11149.0,43412.0,pothole,0.5571173,0.40041003,0.0,0.94366527,1.0
AI1 Potholes 020.MP4,1.0,43608.0,pothole,0.54263735,0.69187385,0.53694487,0.8358765,0.647341
AI1 Potholes 020.MP4,61.0,43668.0,pothole,0.52300894,0.727095,0.54631436,0.836257,0.65464926
AI1 Potholes 020.MP4,697.0,44304.0,pothole,0.5571249,0.08602653,0.49810946,0.15745416,0.5728127
AI1 Potholes 020.MP4,805.0,44412.0,pothole,0.6261654,0.003229592,0.4730723,0.07995048,0.6195743
AI1 Potholes 020.MP4,1153.0,44760.0,pothole,0.6054375,0.043989703,0.63775396,0.26308686,0.8978238
AI1 Potholes 020.MP4,1573.0,45180.0,pothole,0.5452365,0.007023521,0.5980282,0.24258095,0.9637277
AI1 Potholes 020.MP4,1597.0,45204.0,pothole,0.6218245,0.26175642,0.09577988,0.6222736,0.46724623
AI1 Potholes 020.MP4,1885.0,45492.0,pothole,0.5094344,0.88897353,0.011190027,1.0,0.32443234
AI1 Potholes 020.MP4,2029.0,45636.0,pothole,0.5004727,0.93036985,0.7721555,0.99770844,0.92323625
AI1 Potholes 020.MP4,2041.0,45648.0,pothole,0.50132227,0.9327497,0.7688523,0.9986151,0.9357311
AI1 Potholes 020.MP4,2053.0,45660.0,pothole,0.53152764,0.9312242,0.7746107,0.99830556,0.9261913
AI1 Potholes 020.MP4,2065.0,45672.0,pothole,0.53548235,0.92888016,0.76535195,0.9985029,0.9388656
AI1 Potholes 020.MP4,2173.0,45780.0,pothole,0.75584376,0.17276575,0.21537109,0.2855817,0.36596173
AI1 Potholes 020.MP4,2173.0,45780.0,pothole,0.5827019,0.28996575,0.014860354,0.415008,0.17452094
AI1 Potholes 020.MP4,2221.0,45828.0,pothole,0.54395366,0.73051584,0.31484994,0.88014317,0.42493638
AI1 Potholes 020.MP4,3505.0,47112.0,pothole,0.7188906,0.29877463,0.0,0.49415013,0.25843984
AI1 Potholes 020.MP4,3985.0,47592.0,pothole,0.57609963,0.52236116,0.7830449,0.94534266,1.0
AI1 Potholes 020.MP4,4129.0,47736.0,pothole,0.59806824,0.05878257,0.350536,0.19854689,0.6553006
AI1 Potholes 020.MP4,4393.0,48000.0,pothole,0.5850166,0.39479196,0.4580291,0.70304227,0.7129083
AI1 Potholes 020.MP4,4477.0,48084.0,pothole,0.6657061,0.07480815,0.6601899,0.17792496,0.8095824
AI1 Potholes 021.MP4,205.0,48298.0,pothole,0.5696519,0.0,0.29079407,0.37762037,0.5337796
AI1 Potholes 021.MP4,241.0,48334.0,pothole,0.51840186,0.3783664,0.24690673,0.6344008,0.5566156
AI1 Potholes 021.MP4,445.0,48538.0,pothole,0.637225,0.065728284,0.7964104,0.14861745,0.91517776
AI1 Potholes 021.MP4,493.0,48586.0,pothole,0.56347436,0.0,0.0,0.14255837,0.25483376
AI1 Potholes 021.MP4,793.0,48886.0,pothole,0.8143995,0.4468088,0.48647982,0.7233875,0.7497917
AI1 Potholes 021.MP4,961.0,49054.0,pothole,0.65653574,0.31558406,0.5288127,0.65531474,0.768086
AI1 Potholes 021.MP4,1033.0,49126.0,pothole,0.55028033,0.19297773,0.2004442,0.44509536,0.41720098
AI1 Potholes 021.MP4,1609.0,49702.0,pothole,0.61060226,0.0015080646,0.5602995,0.17949674,0.98873305
AI1 Potholes 021.MP4,1621.0,49714.0,pothole,0.82387733,0.29246473,0.5930069,0.5691875,0.8924199
AI1 Potholes 021.MP4,3061.0,51154.0,pothole,0.8458876,0.47959727,0.20173056,0.7646654,0.46626365
AI1 Potholes 021.MP4,3265.0,51358.0,pothole,0.5634006,0.095737934,0.5907437,0.21902499,0.8514996
AI1 Potholes 021.MP4,3445.0,51538.0,pothole,0.53350914,0.011759542,0.4685428,0.14359096,0.7638434
AI1 Potholes 021.MP4,3517.0,51610.0,pothole,0.7252701,0.13821067,0.5617386,0.2891184,0.8375704
AI1 Potholes 021.MP4,3829.0,51922.0,pothole,0.5696254,0.07105476,0.76889086,0.14877012,0.86907816
AI1 Potholes 021.MP4,3841.0,51934.0,pothole,0.52753794,0.30307114,0.36880246,0.44849288,0.56120634
AI1 Potholes 021.MP4,4309.0,52402.0,pothole,0.6066271,0.16625887,0.72603595,0.3391496,0.9610777
AI1 Potholes 021.MP4,5413.0,53506.0,pothole,0.8424952,0.24076216,0.42307228,0.5140539,0.67707425
AI1 Potholes 022.MP4,133.0,54430.0,pothole,0.5308461,0.093995266,0.6135194,0.23285559,0.85156816
AI1 Potholes 022.MP4,169.0,54466.0,pothole,0.7079327,0.57043827,0.11742239,0.78172755,0.46743768
AI1 Potholes 023.MP4,13.0,55167.0,pothole,0.52803946,0.5228147,0.6504678,1.0,0.9934296
AI1 Potholes 023.MP4,49.0,55203.0,pothole,0.663911,0.06435803,0.23492499,0.14276043,0.3344121
AI1 Potholes 023.MP4,937.0,56091.0,pothole,0.5737877,0.00037161633,0.07858128,0.09006737,0.24553278
AI1 Potholes 023.MP4,961.0,56115.0,pothole,0.77647907,0.0060570613,0.114033714,0.113050476,0.26730967
AI1 Potholes 023.MP4,1249.0,56403.0,pothole,0.5133364,0.67707074,0.5614577,0.7567134,0.66630703
AI1 Potholes 023.MP4,1261.0,56415.0,pothole,0.69670665,0.6741238,0.5629216,0.7532459,0.6722217
AI1 Potholes 023.MP4,1273.0,56427.0,pothole,0.56766444,0.6752077,0.5612684,0.7652815,0.6713404
AI1 Potholes 023.MP4,1285.0,56439.0,pothole,0.5884221,0.66311294,0.5694304,0.7606384,0.6737698
AI1 Potholes 023.MP4,1417.0,56571.0,pothole,0.5160804,0.63357073,0.611097,0.7069834,0.71070695
AI1 Potholes 023.MP4,1465.0,56619.0,pothole,0.50944495,0.62753904,0.5977241,0.709785,0.695691
AI1 Potholes 023.MP4,1501.0,56655.0,pothole,0.69649714,0.0069192126,0.2765609,0.11365509,0.43255776
AI1 Potholes 024.MP4,61.0,56804.0,pothole,0.52527535,0.52638113,0.62247807,0.596912,0.73245424
AI1 Potholes 024.MP4,73.0,56816.0,pothole,0.5468631,0.5092226,0.61806244,0.5812237,0.72034484
AI1 Potholes 024.MP4,97.0,56840.0,pothole,0.59161687,0.48699582,0.6552075,0.5700216,0.7552154
AI1 Potholes 024.MP4,121.0,56864.0,pothole,0.6035065,0.37859386,0.6428139,0.44596088,0.742205
AI1 Potholes 024.MP4,133.0,56876.0,pothole,0.5250896,0.39228058,0.6227308,0.46308994,0.7199988
AI1 Potholes 024.MP4,157.0,56900.0,pothole,0.51622,0.40683842,0.6495753,0.48586613,0.74648505
AI1 Potholes 024.MP4,169.0,56912.0,pothole,0.5043808,0.42892933,0.6587375,0.50343627,0.75481766
AI1 Potholes 024.MP4,181.0,56924.0,pothole,0.57551014,0.4352726,0.66880494,0.5081835,0.7605229
AI1 Potholes 024.MP4,241.0,56984.0,pothole,0.5957544,0.46337295,0.69369036,0.55643606,0.78585154
AI1 Potholes 024.MP4,277.0,57020.0,pothole,0.5611206,0.49039838,0.71049154,0.58829767,0.81027794
AI1 Potholes 024.MP4,313.0,57056.0,pothole,0.5994924,0.050677657,0.67585325,0.34500244,1.0
AI1 Potholes 024.MP4,313.0,57056.0,pothole,0.520485,0.50844,0.7115309,0.5952481,0.8175899
AI1 Potholes 024.MP4,409.0,57152.0,pothole,0.58850724,0.25936896,0.6924437,0.39909917,0.95214534
AI1 Potholes 024.MP4,673.0,57416.0,pothole,0.5240421,0.046133697,0.5704667,0.106953174,0.67304724
AI1 Potholes 024.MP4,685.0,57428.0,pothole,0.72705305,0.076320864,0.46624184,0.14946342,0.5953785
AI1 Potholes 024.MP4,685.0,57428.0,pothole,0.61210656,0.07026863,0.45174456,0.9579052,1.0
AI1 Potholes 024.MP4,697.0,57440.0,pothole,0.79280597,0.095296696,0.3821029,0.18174185,0.53000087
AI1 Potholes 024.MP4,697.0,57440.0,pothole,0.6573756,0.117976815,0.17360908,0.98406506,1.0
AI1 Potholes 024.MP4,709.0,57452.0,pothole,0.8078844,0.12028356,0.31385237,0.21480946,0.4720779
AI1 Potholes 024.MP4,721.0,57464.0,pothole,0.8714796,0.16224098,0.23767245,0.2721418,0.41123444
AI1 Potholes 024.MP4,721.0,57464.0,pothole,0.51732206,0.24515212,0.04584664,0.95647466,0.9552172
AI1 Potholes 024.MP4,733.0,57476.0,pothole,0.7261659,0.23577929,0.08262598,0.3763168,0.2967801
AI1 Potholes 024.MP4,733.0,57476.0,pothole,0.60204417,0.4834394,0.6825067,0.56352204,0.78238523
AI1 Potholes 024.MP4,757.0,57500.0,pothole,0.5824239,0.07942213,0.6532512,0.18280299,0.816602
AI1 Potholes 024.MP4,769.0,57512.0,pothole,0.5734255,0.21605624,0.44975585,0.3608945,0.6331461
AI1 Potholes 024.MP4,769.0,57512.0,pothole,0.54340756,0.46049392,0.6933904,0.5542971,0.785876
AI1 Potholes 024.MP4,829.0,57572.0,pothole,0.5573496,0.42565352,0.6727809,0.51056844,0.7802007
AI1 Potholes 024.MP4,853.0,57596.0,pothole,0.573691,0.41645825,0.666777,0.50947416,0.76746917
AI1 Potholes 024.MP4,865.0,57608.0,pothole,0.54449224,0.42914698,0.6634899,0.5060357,0.77227575
AI1 Potholes 025.MP4,193.0,57829.0,pothole,0.50710964,0.2559884,0.65318966,0.323581,0.8260683
AI1 Potholes 026.MP4,1.0,58389.0,pothole,0.59178203,0.41765684,0.6090589,0.4786002,0.70359474
AI1 Potholes 026.MP4,13.0,58401.0,pothole,0.570999,0.41593373,0.62892807,0.4830259,0.7323103
AI1 Potholes 026.MP4,18.0,58406.0,pothole,0.5333465,0.41557688,0.6394658,0.48194617,0.739632
AI1 Potholes 026.MP4,18.0,58406.0,pothole,0.5333465,0.41557688,0.6394658,0.48194617,0.739632
AI1 Potholes 026.MP4,49.0,58437.0,pothole,0.5289407,0.4013714,0.6736486,0.47531387,0.77775526
AI1 Potholes 026.MP4,61.0,58449.0,pothole,0.5253725,0.39730042,0.67883736,0.47450477,0.77453154
AI1 Potholes 026.MP4,73.0,58461.0,pothole,0.563873,0.40252936,0.6662652,0.4767909,0.7671227
AI1 Potholes 026.MP4,97.0,58485.0,pothole,0.5728149,0.40479988,0.63361776,0.47781974,0.74033463
AI1 Potholes 026.MP4,109.0,58497.0,pothole,0.5007333,0.40415642,0.62456167,0.4763355,0.7274653
AI1 Potholes 026.MP4,121.0,58509.0,pothole,0.61188054,0.40284494,0.619593,0.4746565,0.72628915
AI1 Potholes 026.MP4,133.0,58521.0,pothole,0.554905,0.4031566,0.61862993,0.47405902,0.7246015
AI1 Potholes 026.MP4,145.0,58533.0,pothole,0.5224511,0.40344793,0.6194694,0.47390872,0.7238867
AI1 Potholes 026.MP4,157.0,58545.0,pothole,0.56156194,0.40192547,0.62062615,0.4743553,0.7253631
AI1 Potholes 026.MP4,169.0,58557.0,pothole,0.60306257,0.40262583,0.6166835,0.47375128,0.72279835
AI1 Potholes 026.MP4,181.0,58569.0,pothole,0.6168654,0.40296274,0.6176355,0.47619802,0.7238846
AI1 Potholes 026.MP4,193.0,58581.0,pothole,0.5255813,0.40396184,0.625466,0.475235,0.728976
AI1 Potholes 026.MP4,205.0,58593.0,pothole,0.51731366,0.4034811,0.6255536,0.47525647,0.72877383
AI1 Potholes 026.MP4,217.0,58605.0,pothole,0.5593294,0.40223944,0.62286806,0.47477758,0.72621536
AI1 Potholes 026.MP4,229.0,58617.0,pothole,0.5659943,0.4021452,0.6219847,0.47422987,0.72566354
AI1 Potholes 026.MP4,253.0,58641.0,pothole,0.5568551,0.4114882,0.6535515,0.49664602,0.7500512
AI1 Potholes 026.MP4,265.0,58653.0,pothole,0.5825693,0.4349149,0.6795877,0.5097404,0.7885884
AI1 Potholes 026.MP4,325.0,58713.0,pothole,0.5067913,0.42802262,0.675546,0.5022375,0.784576
AI1 Potholes 026.MP4,349.0,58737.0,pothole,0.54933476,0.40881413,0.67540747,0.4991799,0.7799944
AI1 Potholes 026.MP4,361.0,58749.0,pothole,0.5009949,0.40902603,0.6785349,0.48659992,0.7881841
AI1 Potholes 026.MP4,397.0,58785.0,pothole,0.5061132,0.39811096,0.6817862,0.48001632,0.7892697
AI1 Potholes 026.MP4,409.0,58797.0,pothole,0.5784908,0.3940455,0.68478006,0.47721174,0.79147524
AI1 Potholes 026.MP4,421.0,58809.0,pothole,0.63977116,0.39226264,0.6912712,0.48013377,0.79360676
AI1 Potholes 026.MP4,433.0,58821.0,pothole,0.62741596,0.39380425,0.68711936,0.47885835,0.7898134
AI1 Potholes 026.MP4,445.0,58833.0,pothole,0.59566516,0.39079493,0.6875689,0.47711033,0.7910491
AI1 Potholes 026.MP4,457.0,58845.0,pothole,0.6070644,0.3905189,0.69099504,0.47497523,0.79200894
AI1 Potholes 026.MP4,493.0,58881.0,pothole,0.5652674,0.3907106,0.682303,0.47761744,0.79019505
AI1 Potholes 027.MP4,1.0,58892.0,pothole,0.5406458,0.32087523,0.671764,0.40574145,0.77132225
AI1 Potholes 027.MP4,18.0,58909.0,pothole,0.5778484,0.29507113,0.6923589,0.37454975,0.79186386
AI1 Potholes 027.MP4,18.0,58909.0,pothole,0.5778484,0.29507113,0.6923589,0.37454975,0.79186386
AI1 Potholes 027.MP4,49.0,58940.0,pothole,0.5732051,0.29828632,0.66388834,0.36112183,0.7634554
AI1 Potholes 027.MP4,61.0,58952.0,pothole,0.56347746,0.3073223,0.6616949,0.37117592,0.7626765
AI1 Potholes 027.MP4,73.0,58964.0,pothole,0.57715845,0.32403806,0.667362,0.40036455,0.76494
AI1 Potholes 027.MP4,85.0,58976.0,pothole,0.5133919,0.3308915,0.68068254,0.3978697,0.788656
AI1 Potholes 027.MP4,97.0,58988.0,pothole,0.51767975,0.3445196,0.68516743,0.424112,0.7868409
AI1 Potholes 027.MP4,109.0,59000.0,pothole,0.6428256,0.35289335,0.6854033,0.43539625,0.7956719
AI1 Potholes 027.MP4,121.0,59012.0,pothole,0.69581133,0.35987934,0.68720615,0.44735536,0.7947283
AI1 Potholes 027.MP4,133.0,59024.0,pothole,0.5709192,0.37626538,0.6907926,0.4385279,0.7963472
